NOG	EC	# Members assigned to this EC	# EC assigned proteins	# NOG members
COG1003	1.4.4.2	931	931	1425
COG1004	1.1.1.22	1125	1179	1936
COG1005	1.6.5.3	877	877	1295
COG1006	1.6.5.3	2	2	770
COG1007	1.6.5.3	837	845	1281
COG1008	1.6.5.3	973	973	1449
COG1009	1.6.5.3	1014	1075	2262
COG1010	2.1.1.131	437	446	706
COG1011	3.8.1.2	452	528	4696
COG1015	5.4.2.7	320	320	705
COG1017	1.14.12.17	298	299	626
COG1019	2.7.7.3	160	161	336
COG1021	2.7.7.58	123	164	284
COG1022	6.2.1.3	1490	1503	3261
COG1023	1.1.1.44	320	320	433
COG1025	3.4.24.56	164	279	875
COG1027	4.3.1.1	432	445	775
COG1029	1.2.99.5	134	134	148
COG1032	4.-.-.-	91	139	3222
COG1034	1.6.5.3	739	756	1368
COG1035	1.12.98.1	202	256	369
COG1038	6.4.1.1	375	376	717
COG1039	3.1.26.4	129	129	229
COG1040	2.4.2.14	1	1	1447
COG1041	2.1.1.214	142	239	384
COG1042	6.2.1.13	71	83	1244
COG1043	2.3.1.129	669	669	1086
COG1044	2.3.1.191	687	687	1108
COG1045	2.3.1.30	1202	1237	2073
COG1047	5.2.1.8	819	819	1357
COG1048	4.2.1.3	1232	1289	2279
COG1048	4.2.1.-	1232	1289	2279
COG1049	4.2.1.99	340	340	523
COG1049	4.2.1.3	340	340	523
COG1051	3.6.1.-	311	325	2195
COG1053	1.3.99.1	1383	1708	4026
COG1055	1.4.3.4	1	1	1548
COG1056	2.7.7.1	176	176	400
COG1057	2.7.7.18	1159	1160	1983
COG1058	2.7.7.2	37	37	1351
COG1059	3.2.2.-	54	54	70
COG1059	4.2.99.18	54	54	70
COG1060	2.5.1.77	143	240	1528
COG1061	3.6.4.12	274	277	1952
COG1062	1.1.1.1	786	980	1994
COG1062	1.1.1.284	630	980	1994
COG1064	1.1.1.1	786	1291	2827
COG1067	3.4.21.-	239	277	749
COG1069	2.7.1.16	102	110	577
COG1070	2.7.1.17	590	1062	2793
COG1071	1.2.4.1	1128	1574	2536
COG1072	2.7.1.33	343	344	892
COG1074	3.1.11.5	331	507	1511
COG1075	3.1.1.3	180	353	1260
COG1076	3.5.4.5	1	1	1056
COG1078	6.3.2.6	1	1	953
COG1080	2.7.3.9	809	809	1421
COG1082	4.2.1.44	269	413	2597
COG1083	2.7.7.43	291	297	604
COG1085	2.7.7.12	474	474	836
COG1086	4.2.1.115	57	75	1440
COG1087	5.1.3.2	1210	1259	2352
COG1088	4.2.1.46	963	1100	1942
COG1089	4.2.1.47	596	597	1021
COG1091	1.1.1.133	928	961	1624
COG1092	2.1.1.191	802	994	1696
COG1095	2.7.7.6	109	110	688
COG1098	5.3.1.9	1	1	468
COG1100	2.7.11.1	39	41	10529
COG1102	2.7.4.14	133	133	153
COG1103	2.5.1.73	43	43	51
COG1104	2.8.1.7	1697	1780	3018
COG1105	2.7.1.56	372	538	1250
COG1110	3.6.4.12	105	105	111
COG1110	5.99.1.3	105	105	111
COG1112	3.6.4.-	316	485	3508
COG1113	4.3.1.12	1	1	1819
COG1115	4.1.1.65	1	1	1893
COG1116	3.6.3.-	611	638	3486
COG1117	3.6.3.27	1220	1224	2036
COG1118	3.6.3.25	363	598	919
COG1119	3.6.3.34	266	266	706
COG1120	3.6.3.34	1909	1915	3086
COG1121	3.6.3.-	657	661	2293
COG1122	3.6.3.-	2012	1435	3440
COG1123	3.6.3.24	4	3	1554
COG1123	3.6.3.-	2	3	1554
COG1124	3.6.3.24	57	57	436
COG1126	3.6.3.21	1395	2575	4366
COG1129	3.6.3.17	1914	1914	3402
COG1131	3.6.3.41	75	110	15084
COG1132	3.6.3.-	644	678	17101
COG1134	3.6.3.40	64	64	1220
COG1135	3.6.3.28	1	1	1306
COG1136	3.6.3.-	908	914	8240
COG1137	3.6.3.-	674	674	1068
COG1140	1.7.99.4	266	266	402
COG1141	2.1.1.33	1	1	367
COG1142	1.-.-.-	18	19	725
COG1143	1.6.5.3	929	938	1648
COG1144	1.2.7.1	245	255	307
COG1145	1.6.5.3	164	249	3383
COG1148	1.8.98.1	215	215	464
COG1150	1.8.98.1	184	184	239
COG1151	1.7.-.-	355	542	880
COG1152	1.2.7.4	53	91	108
COG1153	1.2.99.5	87	83	91
COG1154	2.2.1.7	1019	1019	1703
COG1155	3.6.3.14	452	452	811
COG1156	3.6.3.14	459	459	832
COG1157	3.6.3.14	712	712	1001
COG1160	1.1.1.95	1	1	2069
COG1161	3.6.1.-	156	166	2507
COG1162	3.6.1.-	940	940	1623
COG1164	3.4.24.-	541	542	1300
COG1165	2.2.1.9	386	387	631
COG1166	4.1.1.19	377	377	601
COG1167	2.6.1.-	206	327	4453
COG1168	4.4.1.8	416	423	1020
COG1169	5.4.4.2	500	500	757
COG1171	4.3.1.19	1468	1656	3152
COG1172	3.6.3.17	3	3	2370
COG1173	3.6.3.24	1	1	5393
COG1180	1.97.1.4	1103	1104	1988
COG1181	6.3.2.4	1257	1506	2535
COG1182	1.7.-.-	557	557	841
COG1183	2.7.8.8	762	854	1332
COG1184	5.3.1.23	4	4	911
COG1185	2.7.7.8	1088	1198	2079
COG1186	3.1.1.29	108	109	2751
COG1189	2.1.1.226	614	614	1040
COG1189	2.1.1.227	614	614	1040
COG1190	6.1.1.6	1223	1223	2001
COG1192	2.7.10.-	1	1	3898
COG1194	3.2.2.-	943	944	1556
COG1196	3.6.4.1	2	3	3153
COG1197	3.6.4.-	1012	1012	1676
COG1198	3.6.4.-	1014	1014	1667
COG1199	3.6.4.12	1061	1192	2487
COG1200	3.6.4.12	969	969	1615
COG1201	3.6.4.-	616	616	849
COG1202	3.6.1.-	65	65	93
COG1205	3.6.1.-	1	1	753
COG1206	2.1.1.74	373	373	618
COG1207	2.7.7.23	895	895	1421
COG1207	2.3.1.157	868	895	1421
COG1208	2.7.7.13	608	1083	3158
COG1209	2.7.7.24	960	965	1543
COG1210	2.7.7.9	960	960	1566
COG1211	2.7.7.60	968	968	1697
COG1212	2.7.7.38	641	641	1023
COG1213	5.4.2.9	11	12	314
COG1214	3.4.-.-	327	351	1604
COG1218	3.1.3.7	679	687	1164
COG1219	3.1.-.-	1	1	2058
COG1221	3.6.1.-	1	1	809
COG1222	3.4.24.64	1	1	2086
COG1223	3.6.-.-	1	1	203
COG1224	3.6.4.12	139	139	591
COG1225	1.11.1.15	1115	1116	2522
COG1226	3.6.1.22	1	1	7625
COG1227	3.6.1.1	334	439	864
COG1228	3.5.2.7	337	342	2194
COG1229	1.2.99.5	91	91	120
COG1231	1.4.3.4	211	266	611
COG1232	1.3.3.4	408	412	1010
COG1234	3.1.26.11	821	827	2023
COG1235	3.1.4.55	334	339	1868
COG1236	3.1.27.-	225	295	2380
COG1239	6.6.1.1	516	518	763
COG1240	6.6.1.1	245	245	410
COG1241	3.6.4.12	995	1133	2169
COG1243	2.3.1.48	247	250	562
COG1244	2.6.1.97	1	1	99
COG1246	2.3.1.1	476	477	787
COG1247	2.3.1.183	595	595	1150
COG1249	1.8.1.4	2081	3436	5913
COG1251	1.7.1.4	542	665	1150
COG1252	1.6.99.3	1282	1317	2412
COG1253	1.1.1.205	2	2	4033
COG1254	3.6.1.7	207	207	1026
COG1257	1.1.1.34	289	444	804
COG1258	5.4.99.-	172	172	276
COG1260	5.5.1.4	447	447	675
COG1262	2.7.11.1	6	9	2146
COG1263	2.7.1.69	1849	1326	2653
COG1264	2.7.1.69	1675	1230	2352
COG1266	3.4.22.-	1	1	1898
COG1267	3.1.3.27	391	391	863
COG1269	3.6.3.14	591	591	1157
COG1270	6.3.1.10	687	688	1001
COG1271	1.10.3.-	948	948	1473
COG1274	4.1.1.32	374	374	566
COG1282	1.6.1.2	584	592	952
COG1287	2.4.99.18	415	415	691
COG1294	1.10.3.-	900	900	1402
COG1295	3.4.11.18	1	1	1959
COG1299	2.7.1.69	811	509	1172
COG1303	2.1.1.206	93	93	100
COG1310	3.4.-.-	136	262	2313
COG1311	2.7.7.7	78	78	348
COG1312	4.2.1.8	286	286	477
COG1313	1.97.1.4	224	224	323
COG1319	1.2.99.2	324	593	1058
COG1324	2.7.1.24	1	1	760
COG1328	1.17.4.2	555	556	1043
COG1330	3.1.11.5	316	316	461
COG1335	3.5.1.19	342	411	3595
COG1335	3.5.1.-	327	411	3595
COG1339	2.7.1.161	105	105	116
COG1340	3.1.3.3	8	8	109
COG1341	2.7.1.-	173	173	292
COG1344	6.2.1.17	1	1	2424
COG1347	1.6.5.-	192	192	365
COG1348	1.18.6.1	373	456	633
COG1350	4.2.1.20	273	273	370
COG1351	2.1.1.148	386	387	619
COG1352	2.1.1.80	293	293	501
COG1352	3.1.1.61	159	293	501
COG1357	4.6.1.1	1	1	1986
COG1358	3.1.26.5	17	17	2085
COG1359	3.1.1.29	2	3	979
COG1362	3.4.11.21	165	259	1004
COG1363	3.2.1.4	289	336	1211
COG1364	2.3.1.1	795	795	1207
COG1364	2.3.1.35	795	795	1207
COG1368	2.7.8.20	61	67	1438
COG1369	3.1.26.5	196	196	285
COG1370	2.4.2.29	39	39	116
COG1371	2.7.7.72	1	1	312
COG1371	3.1.3.-	1	1	312
COG1371	3.1.4.-	1	1	312
COG1376	1.3.99.-	2	2	2464
COG1379	3.6.1.-	2	3	197
COG1381	2.6.99.2	1	1	1343
COG1384	6.1.1.6	247	247	348
COG1385	2.1.1.193	988	988	1746
COG1386	2.8.1.2	1	1	1291
COG1386	2.8.1.1	1	1	1291
COG1387	3.1.3.15	316	316	1474
COG1388	3.5.1.28	76	82	651
COG1389	5.99.1.3	113	113	153
COG1390	3.6.3.14	327	327	528
COG1391	2.7.7.42	504	504	773
COG1393	1.20.4.1	572	575	2164
COG1394	3.6.3.14	445	445	770
COG1396	2.3.1.19	3	4	4705
COG1397	3.2.-.-	278	314	877
COG1398	1.14.19.1	617	623	1212
COG1401	3.1.21.-	6	6	538
COG1402	3.5.2.10	154	160	743
COG1403	3.1.21.-	7	7	1219
COG1404	3.4.21.-	499	900	7441
COG1408	3.1.-.-	5	5	1401
COG1410	2.1.1.13	806	836	1432
COG1411	5.3.1.16	77	77	90
COG1413	1.14.99.29	128	160	900
COG1414	4.2.1.49	1	1	3962
COG1418	2.1.1.206	3	3	1847
COG1423	6.5.1.1	63	63	72
COG1424	6.2.1.14	45	47	72
COG1427	4.1.99.-	4	4	267
COG1429	6.6.1.2	385	528	824
COG1435	2.7.1.21	630	631	1081
COG1436	3.6.3.14	317	317	519
COG1437	4.6.1.1	171	171	297
COG1439	6.3.2.19	1	1	366
COG1440	2.7.1.69	376	376	725
COG1441	4.2.1.113	120	120	187
COG1442	2.4.1.-	24	46	523
COG1443	5.3.3.2	337	338	585
COG1444	2.3.1.193	162	309	536
COG1445	2.7.1.69	930	634	1131
COG1446	3.4.19.5	275	492	1152
COG1447	2.7.1.69	365	365	710
COG1448	2.6.1.1	424	711	1414
COG1449	3.2.1.1	67	71	495
COG1451	3.4.24.-	2	2	1319
COG1453	1.1.1.274	1	1	526
COG1454	1.1.1.1	584	858	3178
COG1455	2.7.1.69	40	40	1104
COG1456	2.1.1.245	75	75	119
COG1460	2.7.7.6	109	109	114
COG1461	3.6.4.12	1	1	619
COG1465	1.4.1.24	85	86	151
COG1466	2.7.7.7	971	971	1552
COG1467	2.7.7.-	254	254	374
COG1469	3.5.4.16	1	1	468
COG1472	3.2.1.21	1184	1899	4638
COG1473	3.5.1.32	463	869	3784
COG1475	1.1.1.205	50	54	3159
COG1478	6.3.2.34	169	170	253
COG1478	6.3.2.31	169	170	253
COG1482	5.3.1.8	699	701	1334
COG1487	2.3.1.30	1	1	887
COG1488	2.4.2.11	1050	1088	1898
COG1490	3.1.-.-	860	861	1602
COG1492	6.3.5.10	611	611	966
COG1493	2.7.4.-	361	362	750
COG1493	2.7.11.-	359	362	750
COG1494	3.1.3.11	454	454	751
COG1502	2.7.8.-	930	1500	3915
COG1505	3.4.21.26	399	400	704
COG1506	3.4.14.5	347	540	3451
COG1507	3.6.1.11	3	3	214
COG1507	3.6.1.40	3	3	214
COG1509	5.4.3.2	310	310	806
COG1513	4.2.1.104	198	198	289
COG1514	6.5.1.-	575	575	827
COG1515	3.1.21.7	312	321	508
COG1519	2.4.99.14	589	590	958
COG1519	2.4.99.13	589	590	958
COG1519	2.4.99.15	589	590	958
COG1519	2.4.99.12	589	590	958
COG1520	6.2.1.-	44	64	1159
COG1521	2.7.1.33	720	720	1175
COG1522	2.4.2.18	1	1	5372
COG1523	3.2.1.-	653	724	1600
COG1524	2.7.-.-	199	357	2280
COG1525	3.1.31.1	62	63	1451
COG1527	3.6.3.14	322	322	572
COG1528	1.16.3.1	385	385	1485
COG1530	3.1.26.12	504	968	1863
COG1533	4.1.99.14	139	139	1022
COG1535	3.3.2.1	101	101	207
COG1538	2.4.1.12	1	1	4936
COG1539	4.1.2.25	807	881	1474
COG1541	6.2.1.30	863	870	1518
COG1543	2.4.1.18	29	30	232
COG1545	2.3.1.-	3	4	659
COG1549	2.6.1.97	76	76	107
COG1553	2.8.1.-	217	217	411
COG1555	2.4.1.21	1	1	1350
COG1560	2.3.1.-	958	958	1546
COG1562	2.5.1.32	507	714	1642
COG1564	2.7.6.2	409	411	878
COG1565	1.3.3.4	1	2	720
COG1565	2.1.1.79	1	2	720
COG1570	3.1.11.6	949	949	1563
COG1573	2.7.7.7	730	753	1831
COG1575	2.5.1.-	463	463	981
COG1575	2.5.1.74	463	463	981
COG1576	2.1.1.177	791	791	1350
COG1577	2.7.1.36	327	405	738
COG1586	4.1.1.50	464	476	671
COG1587	4.2.1.75	1060	1063	1583
COG1588	3.1.26.5	96	96	110
COG1589	6.3.2.4	1	1	1124
COG1590	2.1.1.-	88	88	235
COG1592	1.18.-.-	3	3	1135
COG1593	4.1.1.9	148	148	2496
COG1595	2.7.7.6	1	2	7899
COG1595	5.2.1.8	1	2	7899
COG1597	2.7.1.91	154	257	2485
COG1603	3.1.26.5	214	214	322
COG1605	5.4.99.5	926	1005	1640
COG1606	2.8.1.-	2	2	435
COG1607	3.1.2.-	326	380	1552
COG1608	2.7.4.26	106	107	158
COG1609	5.1.1.1	14	18	8685
COG1612	2.5.1.-	18	18	1017
COG1613	2.7.7.4	2	2	591
COG1614	2.3.1.-	48	84	102
COG1618	3.6.1.15	110	112	180
COG1619	3.4.17.13	356	356	955
COG1621	3.2.1.26	400	495	1348
COG1622	1.9.3.1	847	1171	1711
COG1626	3.2.1.28	256	256	581
COG1639	2.7.3.-	3	4	990
COG1640	2.4.1.25	552	557	1187
COG1643	3.6.4.13	1741	1766	4592
COG1644	2.7.7.6	108	108	342
COG1646	2.5.1.-	194	194	241
COG1647	3.1.1.1	171	171	423
COG1648	1.3.1.76	735	785	1186
COG1648	4.99.1.4	735	785	1186
COG1649	3.5.1.28	2	2	576
COG1651	5.3.4.1	325	330	2007
COG1652	3.1.3.5	3	3	821
COG1653	2.2.1.6	1	1	4997
COG1654	6.3.4.15	297	297	481
COG1657	5.4.99.17	181	310	745
COG1657	4.2.1.129	181	310	745
COG1658	3.1.26.8	152	157	468
COG1661	2.7.7.23	2	2	342
COG1661	2.3.1.157	2	2	342
COG1663	2.7.1.130	562	562	922
COG1670	2.3.1.128	441	774	5966
COG1672	2.7.11.1	1	1	596
COG1676	3.1.27.9	340	340	528
COG1683	2.4.2.1	2	2	665
COG1685	2.7.1.71	88	88	93
COG1686	3.4.16.4	1323	1498	2858
COG1690	6.5.1.3	544	544	920
COG1694	3.6.1.8	273	498	1742
COG1696	2.3.1.-	7	7	1367
COG1697	5.99.1.3	115	115	408
COG1701	6.3.2.36	103	103	108
COG1703	2.7.-.-	478	594	895
COG1708	2.7.7.47	40	42	716
COG1712	1.4.1.21	139	143	196
COG1713	2.7.7.18	32	32	554
COG1714	6.3.3.2	1	1	969
COG1716	2.7.11.1	10	20	1303
COG1718	2.7.11.1	426	427	634
COG1722	3.1.11.6	666	666	1080
COG1726	1.6.5.-	177	177	349
COG1731	2.5.1.9	70	70	71
COG1737	2.7.1.2	17	17	2677
COG1739	3.4.13.9	2	4	1530
COG1739	2.1.1.45	2	4	1530
COG1740	1.12.99.6	318	388	574
COG1746	2.7.7.72	109	109	114
COG1748	1.5.1.7	176	318	1144
COG1752	3.1.1.5	120	236	2472
COG1754	5.99.1.2	392	392	642
COG1756	2.1.1.260	209	209	338
COG1758	2.7.7.6	906	906	1651
COG1759	6.3.4.-	130	130	138
COG1760	4.3.1.17	1006	1006	1781
COG1761	2.7.7.6	109	109	590
COG1762	2.7.1.69	1502	1242	2688
COG1763	2.10.1.1	30	47	678
COG1767	2.7.8.25	323	323	446
COG1770	3.4.21.83	383	385	724
COG1773	1.18.1.1	7	10	1029
COG1775	1.3.7.8	25	28	507
COG1776	2.7.13.3	4	4	657
COG1778	3.1.3.45	455	497	878
COG1780	1.17.4.1	3	3	436
COG1781	2.1.3.2	11	11	461
COG1785	3.1.3.1	685	688	1256
COG1788	2.8.3.5	491	874	1368
COG1791	1.13.11.53	271	271	528
COG1791	1.13.11.54	271	271	528
COG1793	6.5.1.1	1234	1234	1989
COG1794	5.1.1.13	383	389	743
COG1795	4.3.-.-	93	93	162
COG1796	2.7.7.7	187	210	725
COG1796	4.2.99.-	108	210	725
COG1797	6.3.5.11	600	601	875
COG1797	6.3.5.9	600	601	875
COG1798	2.1.1.98	253	253	369
COG1803	4.2.3.3	373	376	653
COG1804	2.8.3.16	302	595	3774
COG1805	1.6.5.-	187	187	403
COG1807	2.4.2.43	71	79	1415
COG1809	4.4.1.19	76	77	151
COG1810	2.1.1.45	1	1	78
COG1812	2.5.1.6	147	148	162
COG1816	3.5.4.4	807	1009	2035
COG1818	3.5.4.35	1	1	316
COG1819	2.4.1.17	336	552	7478
COG1820	3.5.1.25	790	791	1382
COG1828	6.3.5.3	491	492	736
COG1829	2.7.1.169	105	105	115
COG1830	4.1.2.13	367	399	623
COG1832	2.5.1.49	2	3	737
COG1833	4.2.99.18	18	18	162
COG1834	3.5.3.18	96	101	558
COG1835	2.3.1.-	19	20	1871
COG1838	4.2.1.2	700	750	1204
COG1840	2.7.13.3	2	2	2123
COG1845	1.9.3.1	706	1020	1590
COG1846	2.4.2.28	1	1	4355
COG1850	4.1.1.39	298	338	507
COG1853	1.5.1.-	100	192	3231
COG1854	4.4.1.21	255	255	652
COG1858	1.11.1.5	509	509	961
COG1859	2.7.1.-	160	265	480
COG1861	5.4.3.8	2	3	177
COG1864	3.6.1.9	2	4	707
COG1864	3.1.4.1	2	4	707
COG1865	3.5.1.90	40	49	192
COG1866	4.1.1.49	561	561	973
COG1867	2.1.1.215	289	289	511
COG1867	2.1.1.216	289	289	511
COG1869	5.-.-.-	225	225	370
COG1871	3.5.1.44	422	423	587
COG1874	3.2.1.23	361	361	1755
COG1876	3.4.16.4	15	15	689
COG1877	3.1.3.12	595	599	1247
COG1878	3.5.1.9	109	110	872
COG1882	2.3.1.54	540	544	1200
COG1883	4.1.1.3	278	280	551
COG1884	5.4.99.2	855	855	1422
COG1887	2.7.8.12	24	28	695
COG1889	2.1.1.-	148	148	436
COG1891	4.1.2.25	2	2	101
COG1892	4.1.1.31	58	58	65
COG1893	1.1.1.169	1027	1030	1746
COG1894	1.6.5.3	1011	1079	1905
COG1896	3.1.3.5	116	116	1264
COG1897	2.3.1.46	355	355	674
COG1898	5.1.3.13	928	931	1606
COG1899	2.5.1.46	384	385	575
COG1901	2.1.1.257	89	89	110
COG1903	2.1.1.195	349	349	538
COG1904	5.3.1.12	283	283	462
COG1905	1.6.5.3	952	964	1619
COG1908	1.12.99.-	53	78	308
COG1910	2.10.1.1	145	145	456
COG1917	4.1.1.44	13	18	1807
COG1920	2.7.7.68	140	140	173
COG1921	2.9.1.1	390	390	590
COG1922	2.4.1.187	278	389	838
COG1924	1.3.7.8	20	21	829
COG1925	2.7.1.69	138	138	1877
COG1926	2.4.2.-	4	5	490
COG1927	1.5.99.9	43	43	44
COG1928	2.4.1.109	288	288	748
COG1929	2.7.1.31	575	575	995
COG1932	2.6.1.52	858	858	1463
COG1933	2.7.7.7	79	79	85
COG1936	2.7.4.3	141	141	369
COG1939	3.1.26.-	251	251	506
COG1940	2.7.1.2	761	1343	5058
COG1942	5.3.2.-	395	395	640
COG1945	4.1.1.19	131	131	166
COG1946	3.1.2.-	391	430	1000
COG1947	2.7.1.148	940	941	1499
COG1948	3.1.-.-	177	292	633
COG1949	3.1.-.-	329	329	807
COG1951	4.2.1.2	704	751	1198
COG1956	1.8.4.14	42	42	804
COG1957	3.2.2.1	274	497	1642
COG1959	2.8.1.7	7	7	3080
COG1962	2.1.1.86	69	69	70
COG1968	3.6.1.27	999	1003	1748
COG1974	3.4.21.88	803	1039	1935
COG1975	1.17.1.4	3	5	1307
COG1977	2.-.-.-	28	30	1074
COG1979	1.1.-.-	149	286	793
COG1980	4.1.2.13	112	112	130
COG1980	3.1.3.11	112	112	130
COG1984	6.3.4.6	172	189	1070
COG1985	1.1.1.193	970	1126	1996
COG1985	3.5.4.26	884	1126	1996
COG1986	2.7.7.3	3	5	281
COG1989	3.4.23.43	631	746	1154
COG1989	2.1.1.-	605	746	1154
COG1990	3.1.1.29	282	284	508
COG1992	2.7.1.49	86	86	173
COG1992	2.7.4.7	86	86	173
COG1994	3.4.24.-	88	88	1316
COG1995	1.1.1.262	750	750	1141
COG1996	2.7.7.6	107	107	302
COG2004	2.7.9.3	1	1	542
COG2008	4.1.2.5	757	757	1360
COG2010	1.9.3.1	131	217	1906
COG2012	2.7.7.6	108	108	451
COG2015	3.1.6.-	5	5	360
COG2017	5.1.3.3	731	731	2291
COG2019	2.7.4.3	81	81	84
COG2020	2.1.1.100	143	144	1001
COG2021	2.3.1.31	745	745	1138
COG2023	3.1.26.5	134	134	158
COG2024	6.1.1.27	42	42	42
COG2025	1.3.8.1	2	2	1986
COG2027	3.4.16.4	520	520	883
COG2027	3.4.21.-	517	520	883
COG2031	3.1.1.3	1	1	255
COG2032	1.15.1.1	548	548	1009
COG2033	1.15.1.2	116	118	361
COG2036	2.7.1.31	1	2	4598
COG2036	3.6.4.13	1	2	4598
COG2037	2.3.1.101	93	93	106
COG2038	2.4.2.21	557	557	1053
COG2039	3.4.19.3	340	340	670
COG2040	2.1.1.10	225	228	604
COG2041	1.8.3.1	111	142	1797
COG2045	3.1.3.71	222	223	334
COG2046	2.7.7.4	427	427	729
COG2048	1.8.98.1	235	235	353
COG2049	6.3.4.6	173	175	1038
COG2050	3.1.2.-	207	211	3028
COG2057	2.8.3.5	495	833	1354
COG2060	3.6.3.12	402	402	597
COG2062	3.1.3.-	583	583	920
COG2065	2.4.2.9	547	547	953
COG2066	3.5.1.2	382	382	834
COG2068	2.7.7.76	303	306	591
COG2069	2.1.1.245	71	71	92
COG2070	1.13.12.16	647	900	2546
COG2071	3.5.1.94	24	29	1125
COG2072	1.14.13.8	182	361	4463
COG2073	3.7.1.12	358	363	598
COG2074	2.7.2.-	59	59	190
COG2077	1.11.1.15	434	434	796
COG2079	4.2.1.79	289	289	919
COG2080	1.2.99.2	447	787	2055
COG2082	5.4.1.2	458	461	734
COG2084	1.1.1.31	727	1123	3131
COG2085	1.16.1.-	41	42	722
COG2087	2.7.7.62	527	535	869
COG2087	2.7.1.156	527	535	869
COG2089	2.5.1.56	383	418	721
COG2091	2.7.8.-	405	406	765
COG2093	2.7.7.6	106	106	111
COG2094	3.2.2.21	472	472	697
COG2096	2.5.1.17	171	172	1010
COG2099	1.3.1.54	328	351	582
COG2103	4.2.1.126	379	379	692
COG2106	2.6.1.64	1	1	286
COG2106	4.4.1.13	1	1	286
COG2106	2.6.1.7	1	1	286
COG2107	1.14.-.-	3	3	255
COG2109	2.5.1.17	688	688	1035
COG2110	2.4.2.30	64	93	1882
COG2111	1.6.-.-	1	2	1002
COG2111	1.6.5.3	1	2	1002
COG2114	4.6.1.1	838	1189	4541
COG2115	5.3.1.5	334	334	531
COG2116	1.2.1.2	1	1	1077
COG2120	3.5.1.89	129	258	1626
COG2121	2.4.99.13	5	5	266
COG2121	2.4.99.15	5	5	266
COG2121	2.4.99.14	5	5	266
COG2121	2.4.99.12	5	5	266
COG2123	3.1.13.-	7	7	792
COG2128	4.1.1.44	5	5	1917
COG2130	1.3.1.48	71	94	1402
COG2130	1.3.1.74	58	94	1402
COG2131	3.5.4.12	564	569	1155
COG2132	1.7.2.1	137	207	3876
COG2133	1.1.1.-	30	39	1664
COG2134	3.6.1.26	82	82	102
COG2138	4.99.1.3	238	259	735
COG2140	5.3.1.9	74	142	331
COG2141	1.14.14.5	418	613	4211
COG2143	5.3.4.1	2	2	120
COG2144	6.3.3.1	1	2	125
COG2144	2.7.4.16	1	2	125
COG2145	2.7.1.50	452	452	761
COG2146	1.7.1.4	416	418	1646
COG2148	2.7.8.6	63	95	2886
COG2151	2.3.1.30	6	6	1376
COG2152	2.4.1.281	45	45	494
COG2154	4.2.1.96	635	635	983
COG2156	3.6.3.12	397	397	582
COG2159	4.1.1.45	111	161	1458
COG2160	5.3.1.4	227	227	352
COG2162	2.3.1.118	126	173	536
COG2166	2.5.1.72	9	12	869
COG2170	6.3.-.-	339	339	541
COG2171	2.3.1.117	696	758	1203
COG2172	2.7.11.1	191	193	950
COG2173	3.4.13.22	265	266	441
COG2175	1.14.11.17	380	514	1618
COG2176	2.7.7.7	382	411	851
COG2181	1.7.99.4	274	274	473
COG2185	5.4.99.2	684	720	1222
COG2187	2.7.1.12	1	1	289
COG2188	2.7.1.69	1	1	3602
COG2189	2.1.1.72	204	209	745
COG2190	2.7.1.69	1339	842	1722
COG2191	1.2.99.5	186	186	231
COG2192	2.1.3.-	84	85	378
COG2195	3.4.11.4	386	705	1758
COG2198	2.7.13.3	169	172	572
COG2199	3.1.4.52	44	58	2572
COG2200	3.1.4.52	52	55	1889
COG2201	3.1.1.61	1210	1216	1710
COG2202	2.7.13.3	150	267	2852
COG2205	2.7.13.3	498	499	966
COG2206	2.7.3.-	1	2	2359
COG2206	3.1.4.17	1	2	2359
COG2207	2.3.3.13	1	2	5865
COG2207	2.7.11.1	1	2	5865
COG2208	3.1.3.16	110	113	2377
COG2209	1.6.5.-	196	196	367
COG2210	2.8.1.-	1	1	371
COG2213	2.7.1.69	304	202	336
COG2214	1.2.1.2	1	1	3382
COG2216	3.6.3.12	402	402	598
COG2217	3.6.3.4	1788	2686	5705
COG2218	1.2.99.5	133	129	150
COG2219	2.7.7.-	258	258	395
COG2220	3.1.1.-	80	121	2507
COG2221	1.8.99.3	152	205	430
COG2222	2.6.1.16	162	287	639
COG2224	4.1.3.1	531	531	795
COG2225	2.3.3.9	618	618	981
COG2226	2.1.1.201	1049	1052	1911
COG2226	2.1.1.163	911	1052	1911
COG2227	2.1.1.64	452	628	1252
COG2227	2.1.1.222	452	628	1252
COG2230	2.1.1.79	897	898	1673
COG2232	3.5.4.27	1	1	91
COG2235	3.5.3.6	277	277	482
COG2236	2.4.2.22	20	21	571
COG2240	2.7.1.35	532	532	912
COG2241	2.1.1.132	314	441	677
COG2242	2.1.1.132	330	465	717
COG2243	2.1.1.130	455	567	853
COG2243	2.1.1.151	402	567	853
COG2246	2.4.1.83	54	55	665
COG2247	3.5.1.28	16	17	526
COG2249	1.6.5.2	208	293	1592
COG2255	3.6.4.12	1037	1037	1684
COG2259	1.8.5.2	96	97	1715
COG2264	2.1.1.-	813	813	1419
COG2265	2.1.1.190	702	1244	2868
COG2266	2.7.7.60	1	2	101
COG2266	2.7.7.-	1	2	101
COG2267	3.1.1.5	227	275	2113
COG2269	6.1.1.6	279	279	393
COG2272	3.1.1.-	373	570	4329
COG2273	2.4.1.207	89	118	1955
COG2274	3.4.22.-	8	9	1459
COG2301	4.1.3.34	714	829	1471
