contig	cov_mean_sample_Sample118	cov_mean_sample_Sample120	cov_mean_sample_Sample127	cov_mean_sample_Sample134	cov_mean_sample_Sample177	cov_mean_sample_Sample215	cov_mean_sample_Sample230	cov_mean_sample_Sample234	cov_mean_sample_Sample244	cov_mean_sample_Sample261	cov_mean_sample_Sample263	cov_mean_sample_Sample290	cov_mean_sample_Sample302	cov_mean_sample_Sample321	cov_mean_sample_Sample330	cov_mean_sample_Sample343
NODE_39_length_339592_cov_8.189162.21	1.777500	4.635200	2.618800	0	0	0	3.715600	0	4.269700	0.929100	0.319700	1.399200	3.928000	4.235000	2.948300	1.778900
NODE_39_length_339592_cov_8.189162.22	1.979900	4.229400	2.995500	0	0	0	4.227000	0	4.559100	1.049500	0.310000	1.117500	3.718600	5.002100	2.588500	1.690000
NODE_39_length_339592_cov_8.189162.23	1.569400	4.258500	2.486100	0	0	0	3.558400	0	4.427100	1.238800	0.249400	1.159400	4.059300	4.888200	2.650000	1.570000
NODE_39_length_339592_cov_8.189162.24	1.617100	4.186500	2.609800	0	0	0	3.847100	0	4.476600	0.759800	0.220000	1.157500	3.936700	4.218700	2.359000	1.588500
NODE_39_length_339592_cov_8.189162.25	1.767900	4.627300	3.557900	0	0	0	4.292800	0	4.556100	1.008700	0.230000	0.997500	4.158300	4.409500	2.959400	1.489500
NODE_39_length_339592_cov_8.189162.26	1.750000	4.247300	3.239600	0	0	0	4.066500	0	4.327900	1.009700	0.229800	0.890000	4.358400	4.727000	2.609500	1.649800
NODE_39_length_339592_cov_8.189162.27	1.588600	3.928300	3.417900	0	0	0	3.845900	0	4.608900	1.268300	0.240000	1.029000	4.154600	4.897600	2.759500	1.799400
NODE_361_length_352602_cov_6.831901.16	1.808000	0.040000	0.749600	0.020000	6.068200	5.955600	0.480000	1.846200	0	2.636000	5.054200	1.488300	0	0.420000	0.240000	0
NODE_202_length_21368_cov_7.902611.1	1.789909	4.199947	2.605353	0	0	0	3.825406	0	4.427259	0.917992	0.384683	0.995890	4.278542	4.383545	3.006730	1.413884
NODE_202_length_21368_cov_7.902611.0	1.559700	4.149300	2.757500	0	0	0	3.977900	0	4.129100	0.989100	0.449300	1.260000	4.017600	4.758100	2.678800	1.306500
NODE_64_length_358694_cov_6.830965.20	1.648300	0.100000	0.919100	0.080000	6.298300	5.868700	0.419900	2.068300	0	2.697900	5.875800	1.367900	0	0.389400	0.218800	0
NODE_409_length_71_cov_4.000000	0	1.397163	0	0	0	0	0	0	0	0	0.645390	0	0.673759	0	0	1.397163
NODE_390_length_121514_cov_8.358864.10	2.178900	4.075100	3.718100	0	0	0	4.482900	0	4.357800	1.688500	0.410000	1.519700	4.868900	4.715400	3.508500	3.185400
NODE_361_length_352602_cov_6.831901.14	1.408900	0.080000	0.800000	0.038800	6.285400	5.991700	0.460000	1.857200	0	2.966700	5.218100	1.497500	0	0.320000	0.190000	0
NODE_387_length_153_cov_4.411765	0.896861	0.448430	1.345290	0	0	0	0.448430	0	0.448430	1.793723	0.896861	0	0.448430	0	0.896861	3.587442
NODE_361_length_352602_cov_6.831901.15	1.958300	0.060000	0.529400	0.080000	6.382800	5.318600	0.218900	2.149100	0	2.426500	5.097500	1.750000	0	0.330000	0.320000	0
NODE_363_length_56311_cov_8.373550.1	2.067900	4.737700	3.219100	0	0	0	3.347800	0	4.446800	1.329200	0.240000	1.259300	4.458100	4.796600	2.818600	1.906900
NODE_454_length_185_cov_4.237838	0	1.176471	0.784314	0	0	0	0.392157	0	0.392157	1.556863	0.392157	0.392157	1.568629	0	1.176470	2.745097
NODE_82_length_180_cov_4.044445	0.400000	0.400000	0.400000	0	0	0	0.400000	0	0.800000	2.400000	0	0	2.000000	0	0.800000	2.400000
NODE_505_length_906976_cov_6.853119.71	1.947600	0.070000	0.629000	0.119900	6.334300	5.623900	0.619200	2.047700	0	2.910000	5.028400	1.408900	0	0.280000	0.179100	0
NODE_505_length_906976_cov_6.853119.72	1.729300	0.100000	0.679400	0.080000	6.393800	5.471800	0.379100	2.317600	0	2.826200	5.274000	1.269300	0	0.360000	0.310000	0
NODE_505_length_906976_cov_6.853119.73	1.738700	0.160000	0.759000	0.060000	6.819600	5.945900	0.370000	1.828800	0	2.666800	5.636600	1.698800	0	0.370000	0.200000	0
NODE_505_length_906976_cov_6.853119.74	1.659400	0.060000	0.360000	0.120000	5.844700	5.944900	0.389700	2.258900	0	3.039100	5.347500	1.609500	0	0.529800	0.140000	0
NODE_505_length_906976_cov_6.853119.75	1.807000	0.030000	0.748800	0.060000	6.354100	5.424800	0.489400	1.988800	0	2.698400	4.713600	1.578400	0	0.410000	0.140000	0
NODE_494_length_527700_cov_6.812331.7	1.798100	0.070000	0.877200	0.040000	6.435300	5.794800	0.420000	2.169400	0	2.617200	5.836200	1.648900	0	0.410000	0.240000	0
NODE_505_length_906976_cov_6.853119.77	1.668700	0.040000	0.730000	0.100000	6.816700	5.963700	0.500000	2.738500	0	2.798000	5.597900	1.440000	0	0.418900	0.270000	0
NODE_505_length_906976_cov_6.853119.78	1.756500	0.060000	0.640000	0.060000	5.987300	5.995900	0.430000	1.957200	0	3.128100	5.332700	1.648100	0	0.508100	0.100000	0
NODE_204_length_513_cov_3.251462	1.200686	0.343053	0	0	0	0	0.343053	0	0	1.029160	0.514580	0.343052	1.372212	0	0.171527	2.903946
NODE_31_length_202_cov_16.118813	0.367647	2.205883	1.470590	0	0	0	1.470588	0	1.470588	0.367647	0	0	2.941178	2.941179	1.102942	0
NODE_361_length_352602_cov_6.831901.9	1.927400	0.080000	0.869400	0.120000	5.865600	5.503700	0.309000	2.558900	0	3.018300	5.365800	1.429500	0	0.320000	0.190000	0
NODE_361_length_352602_cov_6.831901.4	1.516800	0.050000	0.500000	0.060000	5.767500	6.033800	0.500000	2.038000	0	3.068600	5.847400	1.748200	0	0.280000	0.200000	0
NODE_361_length_352602_cov_6.831901.5	1.558600	0.010000	0.938800	0.040000	6.201200	6.253900	0.398800	1.969100	0	2.917600	5.783200	1.503900	0	0.309700	0.180000	0
NODE_361_length_352602_cov_6.831901.6	1.729900	0.060000	0.670000	0.040000	6.306000	6.245500	0.430000	1.679200	0	2.356500	4.905800	1.450000	0	0.250000	0.230000	0
NODE_361_length_352602_cov_6.831901.7	1.518800	0.110000	0.618900	0.120000	6.546700	6.367700	0.270000	1.789200	0	2.707900	5.413300	1.369000	0	0.200000	0.070000	0
NODE_361_length_352602_cov_6.831901.0	1.298700	0.029100	0.749100	0.040000	5.454200	5.884800	0.270000	2.198100	0	2.786500	5.036700	1.579100	0	0.420000	0.140000	0
NODE_361_length_352602_cov_6.831901.1	1.719000	0.010000	0.727800	0.100000	6.444500	5.996500	0.470000	2.069500	0	2.818600	5.547300	1.569000	0	0.390000	0.180000	0
NODE_361_length_352602_cov_6.831901.2	1.417000	0.119800	0.829200	0.040000	5.844500	5.546300	0.300000	2.117500	0	2.439200	5.199400	1.398000	0	0.360000	0.190000	0.030000
NODE_361_length_352602_cov_6.831901.3	1.968800	0	0.880000	0.080000	6.085800	6.477800	0.240000	2.346800	0	3.337500	4.687700	1.588800	0	0.449400	0.130000	0.089100
NODE_494_length_527700_cov_6.812331.37	1.925600	0.090000	0.678300	0.080000	6.075700	6.395500	0.410000	2.198500	0	2.858200	4.966900	1.210000	0	0.420000	0.180000	0
NODE_305_length_151_cov_4.000000	0.452489	1.357465	0.877828	0	0	0	0.452489	0	0.452489	1.357464	0.452489	0.452489	1.357465	0	0.452489	1.357467
NODE_262_length_112_cov_9.366072	1.626372	3.780224	2.120880	0	0	0	2.697805	0	2.714288	1.648353	1.032968	1.038461	1.532966	0.549451	2.747255	0.549451
NODE_362_length_100_cov_9.240000	0.588235	1.176471	1.176470	0	0	0	2.352940	0	5.258819	0.529412	0	0	2.323532	2.911763	0.564706	1.141177
NODE_258_length_263280_cov_8.177872.16	2.137900	4.035400	3.054000	0	0	0	3.688000	0	4.905200	0.909100	0.289400	1.048600	3.629900	4.526700	3.140000	1.968900
NODE_327_length_291_cov_10.608248	1.108034	2.459833	2.216068	0	0	0	3.047088	0	4.393349	1.385042	1.385041	0.831023	2.493075	1.385041	1.662050	1.939058
